"","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_ao","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gt","eval_act_pol_1_fo","eval_act_pol_1_go","eval_act_pol_1_gf","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_ae","eval_act_pol_1_gs","eval_act_pol_1_gu","eval_act_pol_1_em","eval_act_pol_1_en","eval_act_pol_1_dv","eval_act_pol_1_er","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","pobreza_62","democracia_19","pp_congreso_61_b","rol_gobierno_5","democracia_21","democracia_21_a_1","democracia_21_a_2","democracia_21_b_1","democracia_21_b_2","democracia_21_c_1","democracia_21_c_2","democracia_20","democracia_35_a","democracia_35_b","democracia_35_c","democracia_35_d","democracia_35_e","democracia_35_f","democracia_35_g","democracia_35_h","democracia_35_i","democracia_35_j","democracia_35_k","ciudadania_28_a","ciudadania_28_c","pobreza_106_a","rol_gobierno_14_c","confianza_15_a","confianza_15_b","confianza_15_c","confianza_15_d","confianza_15_e","confianza_15_f","confianza_15_g","constitucion_30","constitucion_31","constitucion_3","constitucion_32_a","constitucion_32_b","constitucion_32_c","constitucion_33_a","constitucion_33_b","seguridad_37_a","seguridad_37_b","seguridad_37_c","seguridad_38_a","seguridad_38_b","democracia_36","dictadura_34_a","dictadura_34_b","salud_83","salud_84","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","bienestar_13_a","bienestar_13_g","bienestar_13_c","bienestar_13_i","bienestar_13_h","bienestar_13_j","bienestar_13_k","bienestar_21","religion_82","religion_2","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_34","constitucion_35_a","constitucion_35_b","iden_nacional_16","religion_14","info_enc_58","info_enc_30","info_enc_52_b","info_enc_65","gse","region","zona_u_r","pond","nom_region","encuesta","encuesta_a","encuesta_m","estrato","secu","id_bu_encuesta","id_bu"
"232",10,5,8,1,2,3,3,4,2,1,5,3,2,6,6,3,3,6,6,6,6,6,6,6,3,6,3,6,3,3,2,4,4,4,4,3,3,4,3,4,3,4,4,4,4,3,4,4,3,3,6,9,1,1,1,1,1,NA,NA,NA,NA,3,5,5,10,5,5,5,1,7,5,5,10,3,2,3,3,4,3,3,4,2,2,4,4,4,1,3,3,2,4,2,9,6,5,5,1,5,99,NA,3,2,2,27,2,8,1,2,4,9,10,10,10,10,8,10,2,11,8,15,21,1,1,NA,1,1,NA,1,4,NA,5,3,2,NA,1,NA,4,4,1,0.66787301,4,89,2023,7,4,89030,232,"232-89"
"233",9,17,6,1,3,2,4,5,3,2,10,1,4,4,6,2,1,2,2,6,6,6,6,4,4,6,4,6,4,4,2,1,1,1,3,3,1,1,1,2,2,1,3,3,3,3,4,1,1,3,10,10,88,1,2,NA,NA,1,1,NA,NA,3,10,88,9,10,10,5,10,6,10,10,5,1,1,3,2,88,2,2,1,1,2,1,2,1,1,2,3,4,8,88,2,7,3,2,1,10,99,NA,3,2,2,56,2,6,3,1,NA,10,5,10,10,10,5,5,3,1,4,13,NA,1,9,NA,1,9,NA,2,NA,88,1,1,2,NA,1,NA,2,4,1,0.69950566,4,89,2023,7,4,89023,233,"233-89"
"234",3,5,1,3,3,3,3,4,2,2,5,3,2,6,6,3,3,2,6,6,6,6,6,6,4,6,3,6,3,3,3,3,2,4,4,4,3,2,2,4,3,2,3,3,2,2,3,3,2,3,7,8,1,2,2,NA,NA,99,NA,NA,NA,4,4,5,7,7,2,4,7,3,4,3,4,1,1,4,2,3,2,3,2,2,3,2,3,3,2,3,3,4,6,2,1,3,2,3,1,8,99,NA,3,2,2,43,2,8,1,1,NA,6,9,8,9,10,7,9,2,1,6,99,99,2,NA,1,1,3,NA,2,NA,7,4,2,2,NA,1,NA,3,4,1,1.09248037,4,89,2023,7,4,89024,234,"234-89"
"235",3,10,11,2,3,4,3,4,3,2,7,3,3,6,6,3,4,6,6,6,6,6,6,6,4,6,4,6,4,4,3,2,2,2,3,3,2,2,2,2,2,1,3,3,2,3,3,2,2,3,8,10,1,1,2,NA,NA,1,NA,NA,NA,4,8,10,10,8,7,6,10,8,7,10,10,1,1,4,4,3,3,3,1,3,2,2,2,2,1,3,2,3,2,8,2,1,7,1,1,10,1,1,3,1,2,42,2,8,1,1,NA,8,10,9,10,9,7,8,2,1,4,5,NA,1,2,NA,1,2,NA,1,5,NA,2,3,2,NA,1,NA,3,4,1,1.09248037,4,89,2023,7,4,89024,235,"235-89"
"236",2,26,7,1,3,2,4,5,3,3,99,2,3,6,6,6,3,6,6,6,6,6,2,3,3,6,6,6,6,6,3,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,3,3,4,1,10,1,1,2,NA,NA,1,NA,NA,NA,5,0,0,0,8,0,8,0,0,0,0,0,1,2,2,2,4,4,4,4,3,4,3,5,5,2,3,2,3,8,88,2,8,11,4,2,0,1,NA,3,2,2,53,2,4,1,1,NA,10,10,10,10,10,10,10,4,9,8,15,15,1,4,NA,1,2,NA,1,7,NA,5,3,2,NA,1,NA,3,5,1,0.27710913,5,89,2023,7,6,89041,236,"236-89"
"237",10,26,3,1,3,2,3,4,3,2,5,2,4,6,6,6,1,6,6,6,6,6,6,4,5,6,6,6,3,6,6,4,2,1,4,3,4,3,3,3,4,3,4,4,4,3,2,2,1,99,6,7,2,2,3,NA,NA,NA,NA,1,NA,4,0,5,8,8,8,5,7,2,1,7,0,1,1,4,4,88,2,3,3,3,1,2,1,2,1,2,2,3,8,6,2,3,11,3,2,5,1,NA,3,2,2,65,2,3,3,1,NA,10,0,10,8,10,0,0,3,2,4,15,15,1,2,NA,2,NA,9,1,5,NA,1,2,2,NA,1,NA,3,5,1,0.23352171,5,89,2023,7,6,89041,237,"237-89"
"238",10,5,1,3,2,3,3,3,3,1,1,4,3,6,6,3,3,4,6,6,6,6,6,6,8,6,3,6,3,2,1,1,1,3,3,1,3,4,3,1,3,3,1,3,3,3,3,1,3,3,7,10,2,2,3,NA,NA,NA,NA,1,NA,3,0,10,0,5,0,0,10,2,10,3,10,2,2,4,3,3,3,2,3,2,2,3,3,4,1,2,2,2,6,2,11,4,8,3,4,0,1,NA,3,2,2,62,2,4,3,1,NA,10,10,10,10,10,10,10,4,1,6,14,NA,1,1,NA,1,1,NA,1,88,NA,5,3,2,NA,1,NA,4,16,1,0.23870621,16,89,2023,7,25,89269,238,"238-89"
"239",1,8,4,2,3,2,3,3,2,1,5,4,2,6,6,2,4,6,6,6,6,6,6,6,4,6,4,6,6,3,2,3,4,1,4,1,3,3,1,3,3,1,1,4,4,3,2,1,3,3,10,10,2,1,1,1,NA,NA,NA,NA,NA,5,6,8,10,7,6,2,10,4,2,3,8,1,2,4,3,3,4,3,4,3,3,2,2,3,1,4,3,2,4,3,11,1,9,2,1,0,1,NA,3,1,1,76,2,3,3,1,NA,10,10,10,10,10,10,10,3,2,2,21,NA,1,9,NA,1,9,NA,1,88,NA,4,1,2,NA,1,NA,3,13,1,1.7276738,13,89,2023,7,20,89182,239,"239-89"
"240",10,9,8,2,3,3,8,4,2,3,10,1,4,6,6,2,3,6,6,3,6,6,6,2,5,6,6,6,2,5,4,3,1,1,4,3,1,4,2,1,2,2,4,88,3,3,3,2,1,4,10,10,88,1,3,NA,NA,NA,NA,1,1,8,8,4,10,6,10,4,10,3,5,10,10,1,1,4,3,3,3,3,1,2,1,2,4,4,88,8,8,3,8,3,11,7,1,3,1,10,1,1,3,2,2,62,2,4,3,1,NA,5,5,10,10,10,10,10,2,2,3,18,NA,1,8,NA,1,2,NA,1,3,NA,5,2,2,NA,1,NA,3,8,1,2.72005144,8,89,2023,7,12,89097,240,"240-89"
"241",13,1,6,2,3,3,3,3,2,2,99,3,4,4,3,3,4,6,3,6,6,4,3,6,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,6,10,2,2,8,NA,NA,NA,NA,NA,NA,4,6,10,10,9,88,9,10,10,4,9,10,1,1,2,3,3,2,3,3,3,3,2,3,4,2,2,3,3,6,2,5,4,9,4,1,10,99,NA,3,2,2,62,2,0,1,1,NA,10,10,10,10,10,10,10,4,2,1,15,15,1,4,NA,1,2,NA,1,6,NA,1,2,2,NA,1,NA,3,7,1,1.02648797,7,89,2023,7,10,89088,241,"241-89"
"242",2,17,9,1,3,3,2,5,3,2,5,2,4,6,6,6,2,6,6,6,6,6,6,4,4,6,6,6,6,4,8,3,1,4,4,4,4,3,3,3,3,1,4,3,3,3,4,1,4,3,7,10,88,1,3,NA,NA,NA,NA,99,NA,5,7,1,7,1,1,1,7,2,7,1,1,1,2,4,4,88,88,4,2,4,4,3,4,5,3,3,3,3,1,8,11,7,6,2,2,7,99,NA,3,1,1,44,2,4,3,1,NA,10,10,10,10,10,10,10,2,9,8,15,15,2,NA,2,1,1,NA,2,NA,5,1,2,2,NA,1,NA,3,7,1,2.26031491,7,89,2023,7,10,89088,242,"242-89"
"243",3,1,10,2,2,2,3,9,3,9,99,3,3,6,6,2,2,2,6,6,6,6,6,8,3,6,2,6,6,3,2,3,3,3,4,3,3,3,2,88,88,2,3,3,2,3,3,2,2,4,6,10,1,1,2,NA,NA,1,1,NA,NA,4,5,10,10,7,10,6,6,10,0,0,0,2,2,88,4,88,3,3,2,4,3,4,88,5,2,5,5,5,8,99,4,6,1,2,1,10,99,NA,3,2,2,67,2,4,3,1,NA,10,10,10,10,10,10,10,2,1,6,15,15,1,1,NA,2,NA,8,1,88,NA,10,99,2,NA,1,NA,3,8,1,0.38630536,8,89,2023,7,12,89090,243,"243-89"
"244",3,10,11,2,2,3,2,3,2,2,5,3,3,6,6,6,4,6,6,6,6,6,6,6,3,6,6,3,6,3,2,2,2,4,4,2,2,2,2,3,3,2,3,3,3,2,3,1,1,2,3,10,2,1,2,NA,NA,99,NA,NA,NA,3,7,7,10,5,88,5,5,1,10,1,10,1,2,2,3,3,3,2,4,2,4,2,3,3,1,3,2,3,6,8,1,2,7,3,2,88,99,NA,3,2,1,18,1,5,3,2,8,10,10,10,10,7,10,7,2,1,7,21,NA,2,NA,4,2,NA,1,1,2,NA,5,3,2,NA,1,NA,1,13,1,1.59835786,13,89,2023,7,20,89207,244,"244-89"
"245",5,7,10,1,2,4,4,5,2,2,5,3,3,6,6,3,4,6,6,6,6,6,6,6,2,6,3,6,6,2,2,4,3,4,3,3,1,3,2,3,3,4,3,3,4,2,2,3,2,3,4,5,2,2,3,NA,NA,NA,NA,99,NA,3,5,5,6,5,1,1,3,7,9,9,5,3,4,3,3,3,3,3,4,3,4,2,4,4,3,3,3,4,8,5,1,9,3,5,1,4,99,NA,3,1,2,21,1,7,3,2,8,10,5,10,8,10,6,10,3,10,8,15,15,2,NA,1,2,NA,1,2,NA,8,3,3,2,NA,1,NA,1,13,1,0.92523518,13,89,2023,7,20,89207,245,"245-89"
"246",5,10,3,1,1,2,8,9,2,2,99,1,1,4,2,2,1,2,2,6,1,2,6,2,4,2,2,2,2,1,3,3,2,4,4,3,4,2,2,3,4,2,4,4,4,2,4,2,2,3,1,5,1,2,2,NA,NA,1,NA,NA,NA,5,8,7,10,3,5,4,6,7,10,7,10,2,1,2,3,88,1,2,2,2,4,1,99,5,2,2,3,2,8,1,8,3,5,1,1,3,99,NA,3,2,1,79,2,3,3,1,NA,8,9,7,10,10,10,10,3,9,8,15,15,1,9,NA,1,9,NA,1,99,NA,8,1,2,NA,1,NA,3,5,1,0.61073624,5,89,2023,7,6,89060,246,"246-89"
"247",3,10,13,2,2,3,3,4,3,2,5,2,3,6,6,3,2,6,6,4,6,6,6,3,4,2,4,4,3,3,2,4,1,4,4,4,1,3,1,3,3,1,4,4,3,3,4,1,3,4,5,7,1,2,2,NA,NA,1,1,NA,NA,3,4,7,8,8,6,2,8,7,5,2,10,1,1,4,2,88,3,2,2,3,4,3,5,4,2,3,3,3,6,8,1,7,4,4,1,5,1,NA,3,1,2,47,2,4,3,2,4,4,8,10,10,10,10,10,2,1,8,5,NA,1,1,NA,1,2,NA,1,88,NA,1,2,2,NA,1,NA,4,5,2,0.77545433,5,89,2023,7,7,89274,247,"247-89"
"248",3,11,13,1,2,2,4,3,1,1,99,4,2,6,6,2,2,6,6,6,6,6,6,6,2,6,6,6,6,2,2,3,4,4,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,4,5,10,2,2,3,NA,NA,NA,NA,1,NA,4,6,2,2,10,7,2,10,3,2,10,2,3,2,3,2,4,4,4,4,4,5,4,4,5,2,5,3,5,6,4,1,6,9,3,2,10,99,NA,3,88,2,26,2,6,2,1,NA,10,10,10,10,10,10,10,3,9,8,15,15,2,NA,3,1,1,NA,1,88,NA,10,3,2,NA,1,NA,4,5,2,1.14597717,5,89,2023,7,7,89274,248,"248-89"
"249",3,13,10,2,3,4,2,4,2,2,99,2,3,6,6,3,2,6,6,6,6,6,6,6,4,3,2,3,3,2,3,4,3,3,4,3,3,4,2,4,3,3,3,3,2,3,3,3,4,4,4,10,1,1,1,1,NA,NA,NA,NA,NA,4,8,10,10,6,5,0,6,8,6,7,7,3,2,3,2,3,3,3,3,4,4,3,4,3,3,3,3,3,3,2,2,1,7,3,2,0,99,NA,3,2,2,28,2,8,1,2,4,5,7,10,4,6,5,7,2,9,8,15,15,1,2,NA,99,NA,8,1,3,NA,3,3,2,NA,1,NA,4,13,1,1.03757347,13,89,2023,7,20,89246,249,"249-89"
"250",7,11,13,1,3,2,4,4,3,2,1,2,4,2,6,2,4,6,6,6,6,6,6,6,4,6,6,6,6,2,2,88,4,1,4,4,4,3,88,1,88,3,88,4,88,88,4,88,4,3,9,10,88,2,3,NA,NA,NA,NA,1,NA,8,3,88,88,88,88,88,1,88,88,88,88,1,5,4,4,3,3,3,1,3,2,3,88,5,3,3,3,3,1,8,4,2,11,2,3,1,99,NA,1,2,2,55,2,1,3,1,NA,10,7,1,10,5,10,4,4,2,8,2,NA,1,1,NA,1,2,NA,1,88,NA,5,1,2,NA,1,NA,4,13,1,0.55685334,13,89,2023,7,20,89246,250,"250-89"
"251",10,1,17,2,2,3,3,5,2,3,5,3,3,3,6,6,4,4,6,6,2,6,6,6,4,4,4,4,2,2,2,2,3,4,3,4,3,3,2,3,2,3,3,3,4,3,3,2,2,3,5,10,1,1,1,1,NA,NA,NA,NA,NA,3,3,10,10,10,10,10,7,10,10,10,10,2,2,2,3,3,3,2,1,1,1,3,2,3,1,2,3,3,2,6,1,11,2,3,1,7,99,NA,2,1,2,36,2,2,3,2,1,5,10,10,10,10,10,10,2,1,4,9,NA,1,1,NA,1,2,NA,1,3,NA,1,2,2,NA,1,NA,3,10,1,0.86287327,10,89,2023,7,16,89129,251,"251-89"
"252",3,7,5,2,3,3,3,4,2,2,5,3,3,2,6,3,3,6,6,6,6,6,6,6,4,6,6,6,6,4,2,4,2,3,4,3,2,3,2,3,3,2,3,3,3,3,3,2,2,2,4,8,1,1,3,NA,NA,NA,NA,1,NA,3,10,10,10,10,10,10,10,10,0,10,10,4,3,2,3,3,3,4,2,3,99,2,3,2,2,3,3,3,2,7,2,7,3,3,1,5,1,NA,3,1,2,30,2,2,2,1,NA,10,10,10,10,10,5,10,3,9,6,15,15,1,2,NA,1,2,NA,1,3,NA,5,2,2,NA,1,NA,3,10,1,0.86287327,10,89,2023,7,16,89129,252,"252-89"
"253",10,5,1,3,2,3,4,9,3,9,5,3,3,6,6,6,8,8,8,8,6,6,6,8,4,8,8,6,8,4,8,4,2,3,4,88,3,3,3,4,88,1,3,3,3,2,4,2,3,4,4,10,88,1,1,1,NA,NA,NA,NA,NA,4,10,10,10,10,10,10,10,10,0,10,10,2,2,2,3,88,1,3,1,3,4,3,2,1,2,3,3,3,3,4,5,9,4,4,2,0,1,NA,3,2,2,60,2,3,3,1,NA,10,10,10,10,10,10,10,3,9,6,15,15,1,2,NA,1,2,NA,1,3,NA,5,2,1,5,1,NA,3,10,1,0.31677393,10,89,2023,7,16,89129,253,"253-89"
"254",1,6,3,2,1,3,1,3,1,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,5,10,2,2,3,NA,NA,NA,NA,1,NA,3,5,5,5,7,5,5,6,1,7,2,3,5,5,5,5,3,3,1,1,1,1,1,4,3,1,3,3,2,5,8,5,6,3,3,3,7,1,NA,3,2,1,48,2,4,1,1,NA,7,7,7,7,7,7,7,3,8,8,15,18,2,NA,2,2,NA,2,2,NA,3,10,3,2,NA,1,NA,3,16,1,0.55935702,16,89,2023,7,25,89270,254,"254-89"
"255",1,3,9,3,2,3,4,3,2,3,3,3,2,3,6,4,4,4,6,2,6,2,3,2,4,3,2,4,2,2,6,3,2,4,3,3,4,4,2,3,88,1,3,3,3,2,3,2,1,3,7,10,1,1,1,1,NA,NA,NA,NA,NA,3,0,0,10,10,7,7,10,7,10,7,10,2,1,1,2,1,1,1,2,3,2,2,2,3,1,2,2,2,6,2,4,1,2,3,2,7,1,NA,3,1,2,63,2,5,3,1,NA,7,10,10,10,10,10,10,3,1,7,15,9,1,1,NA,1,1,NA,1,88,NA,4,2,2,NA,1,NA,3,16,1,1.39889417,16,89,2023,7,25,89266,255,"255-89"
"256",3,6,9,3,2,3,3,3,2,3,10,3,4,3,6,4,2,2,6,3,3,6,3,2,4,3,4,3,2,4,4,4,2,3,4,4,2,3,2,2,3,2,3,4,3,3,4,2,2,4,10,10,1,2,2,NA,NA,1,NA,NA,NA,3,0,0,10,2,0,10,10,1,10,10,10,1,1,5,5,3,3,1,1,3,4,1,3,3,2,2,3,3,3,6,1,2,4,3,2,10,1,NA,3,2,2,24,2,5,1,1,NA,88,10,10,10,10,0,10,2,2,7,13,NA,1,2,NA,1,2,NA,1,3,NA,1,2,2,NA,1,NA,3,16,1,1.30326548,16,89,2023,7,25,89266,256,"256-89"
"257",1,2,7,1,2,3,3,4,2,2,88,1,4,6,6,4,2,6,6,6,6,6,6,6,4,6,4,3,6,2,4,4,4,4,4,4,4,4,4,1,4,3,4,4,2,4,4,1,2,1,10,10,1,2,2,NA,NA,1,NA,NA,NA,4,5,3,7,5,5,0,5,0,0,10,5,1,2,2,4,3,3,3,3,3,4,1,4,5,3,4,4,4,8,6,2,1,3,1,1,7,1,NA,3,2,2,42,2,8,2,2,4,10,10,10,10,10,10,10,3,9,8,15,15,1,2,NA,1,2,NA,1,88,NA,1,3,2,NA,1,NA,3,16,1,1.42893909,16,89,2023,7,25,89266,257,"257-89"
"258",10,1,5,2,2,2,3,8,3,8,5,3,3,3,6,2,3,3,6,6,6,3,6,3,3,6,4,4,2,3,2,3,2,4,88,3,88,3,3,3,3,2,88,2,3,88,3,2,2,3,1,10,1,2,1,1,NA,NA,NA,NA,NA,3,10,10,10,5,0,10,10,10,10,5,10,2,2,2,2,88,88,99,2,2,2,2,3,3,2,2,2,3,7,8,2,6,4,2,2,10,1,NA,3,1,2,68,2,2,3,1,NA,10,5,10,10,10,10,10,2,1,3,15,15,1,1,NA,1,2,NA,1,2,NA,1,2,2,NA,1,NA,2,10,1,0.41661459,10,89,2023,7,16,89128,258,"258-89"
"259",3,10,1,1,2,3,3,4,3,2,99,2,3,3,6,2,2,2,6,3,6,6,6,3,4,3,4,3,2,2,1,2,2,2,4,3,3,3,3,4,4,1,4,4,4,4,3,2,3,4,5,10,2,1,3,NA,NA,NA,NA,1,1,4,6,8,7,7,6,7,9,6,5,4,5,2,2,3,3,3,4,1,1,2,2,2,2,3,1,3,2,2,8,2,5,6,10,2,1,5,1,1,3,2,2,60,2,4,3,2,3,4,10,10,10,10,10,10,3,1,2,18,NA,1,2,NA,1,2,NA,1,3,NA,5,2,2,NA,1,NA,3,5,1,1.87109946,5,89,2023,7,6,89065,259,"259-89"
"260",14,1,3,1,1,3,2,5,3,3,1,3,2,3,6,4,4,3,6,6,8,6,8,4,4,6,4,4,3,1,4,4,3,4,4,4,2,3,2,3,88,3,3,3,3,4,3,1,2,3,10,10,1,1,2,NA,NA,1,NA,NA,NA,2,10,10,0,10,88,10,10,10,10,0,10,2,3,88,4,5,3,2,2,2,5,2,3,3,2,2,2,2,8,6,2,6,1,3,2,10,1,NA,3,1,2,51,2,4,1,2,4,0,10,10,10,10,10,10,2,1,8,15,15,1,1,NA,1,2,NA,1,88,NA,1,2,2,NA,1,NA,3,16,1,0.77690888,16,89,2023,7,25,89266,260,"260-89"
"261",1,5,3,2,1,2,5,3,1,1,5,4,1,2,6,3,4,4,3,6,8,6,3,6,2,6,6,3,6,1,1,4,2,3,3,3,2,4,2,2,2,4,2,3,4,3,2,3,3,2,4,5,1,1,1,1,NA,NA,NA,NA,NA,1,5,7,7,5,7,4,8,4,7,0,6,4,2,3,4,2,2,2,3,3,3,2,4,2,3,3,2,2,4,5,8,11,3,4,2,3,1,NA,3,2,2,18,1,4,3,2,4,10,8,10,10,10,10,10,3,1,2,15,15,2,NA,1,2,NA,1,2,NA,8,5,3,1,5,1,NA,3,16,1,0.86884365,16,89,2023,7,25,89266,261,"261-89"
"262",16,8,9,3,1,4,3,3,1,1,2,4,3,3,4,5,5,4,6,4,3,4,4,6,4,4,1,2,2,3,2,3,3,3,4,2,3,3,2,3,3,3,3,3,3,3,2,3,2,3,5,6,2,1,1,1,NA,NA,NA,NA,NA,3,10,10,10,10,10,10,10,10,10,10,10,2,2,4,2,4,3,88,99,2,88,3,3,3,2,3,2,3,7,3,8,11,3,3,2,6,1,1,3,2,1,73,2,8,3,88,10,1,10,10,9,6,9,10,2,11,8,5,NA,1,1,NA,1,1,NA,1,2,NA,7,3,2,NA,1,NA,2,10,1,0.87486297,10,89,2023,7,16,89130,262,"262-89"
"263",5,1,2,1,3,3,4,4,2,1,1,5,1,1,2,4,5,3,4,4,6,1,6,2,2,1,1,3,2,1,2,3,2,4,3,2,88,4,3,4,1,2,99,3,4,4,3,4,2,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,3,0,10,10,88,10,10,10,10,10,10,10,4,2,3,2,4,4,1,1,2,3,1,4,5,3,3,3,4,3,6,2,9,3,3,4,0,1,NA,1,2,2,77,2,9,2,1,NA,0,6,10,10,10,8,10,2,1,2,3,NA,1,1,NA,1,1,NA,1,4,NA,5,3,2,NA,1,NA,3,10,1,0.3594075,10,89,2023,7,16,89130,263,"263-89"
"264",10,1,7,1,2,3,5,5,3,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,2,99,2,9,NA,NA,NA,NA,NA,NA,5,99,1,1,1,1,1,1,1,99,1,1,4,3,5,5,4,88,88,4,4,4,3,5,5,3,5,5,5,99,NA,2,11,4,5,5,0,99,NA,3,88,2,46,2,1,2,1,NA,10,10,10,10,10,10,10,4,2,8,15,15,1,2,NA,1,2,NA,1,2,NA,1,3,1,5,1,NA,4,14,2,0.89372989,14,89,2023,7,23,89291,264,"264-89"
"265",10,5,3,2,3,2,3,4,2,2,4,2,2,2,6,2,2,2,2,4,6,2,6,2,2,6,6,2,4,4,2,1,1,1,4,1,3,3,3,3,3,1,3,3,3,3,3,1,1,3,7,10,1,1,1,1,1,NA,NA,NA,NA,3,8,3,10,10,8,5,10,2,88,4,10,2,2,2,1,3,1,3,1,2,2,2,3,2,2,3,4,3,3,4,4,6,3,1,2,5,1,1,3,2,2,45,2,3,1,1,NA,10,10,10,5,10,5,10,3,1,4,21,NA,1,1,NA,1,2,NA,1,88,NA,5,2,1,5,1,NA,2,14,2,0.44686494,14,89,2023,7,23,89291,265,"265-89"
"266",26,11,1,2,3,2,4,5,2,2,6,1,3,6,6,3,9,6,6,6,6,6,6,6,4,6,6,6,3,6,6,4,3,1,4,3,4,4,3,3,4,3,3,3,3,3,3,3,88,99,1,10,1,2,3,NA,NA,NA,NA,1,NA,4,3,88,10,10,3,88,7,2,99,0,10,5,2,4,4,88,3,88,3,3,1,3,4,3,3,3,3,5,5,8,6,3,1,4,2,7,1,1,3,2,2,30,2,4,3,1,NA,10,9,10,10,10,10,10,3,2,2,1,NA,1,8,NA,2,NA,1,1,99,NA,1,1,1,5,1,NA,4,14,2,0.73256166,14,89,2023,7,23,89291,266,"266-89"
"267",1,10,6,2,3,3,3,8,1,8,88,4,4,6,6,4,3,6,6,6,6,6,6,6,4,6,6,6,6,3,3,1,4,1,3,3,88,3,88,4,88,3,1,3,3,3,4,3,2,3,1,10,1,2,2,NA,NA,1,1,NA,NA,3,4,4,6,9,8,3,5,7,3,6,8,1,2,4,4,1,1,1,3,3,1,3,3,5,3,2,2,3,2,3,1,4,6,4,2,10,99,NA,3,2,2,57,2,8,3,2,1,10,5,10,10,10,9,6,2,2,1,15,88,1,1,NA,1,2,NA,1,88,NA,1,1,2,NA,1,NA,4,14,1,0.97616799,14,89,2023,7,22,89261,267,"267-89"
"268",2,3,9,3,3,3,3,5,3,2,7,1,4,6,6,6,3,6,6,6,6,6,3,6,4,6,6,6,6,4,2,4,3,4,3,3,88,4,3,4,3,3,4,4,2,3,3,3,3,3,10,5,2,2,1,1,NA,NA,NA,NA,NA,3,10,10,9,7,10,10,10,7,7,2,8,3,1,4,2,3,88,3,3,5,88,88,88,3,3,2,2,3,7,6,2,1,7,4,1,5,1,1,3,2,1,20,1,7,1,2,6,0,7,9,10,0,8,8,3,8,8,20,NA,1,2,NA,1,2,NA,1,2,NA,7,2,1,5,1,NA,3,5,1,0.80303694,5,89,2023,7,6,89065,268,"268-89"
"269",10,17,5,2,1,4,3,4,9,1,5,3,2,6,6,3,3,6,6,6,6,6,6,2,3,6,1,3,3,3,3,4,3,4,4,3,1,4,2,4,2,2,3,4,3,3,4,2,1,4,6,10,1,1,1,1,NA,NA,NA,NA,NA,3,10,10,10,10,7,0,10,10,9,4,10,2,4,3,3,3,2,3,3,3,3,3,4,4,3,2,3,2,8,2,2,11,4,2,2,5,1,NA,3,1,1,25,2,8,2,1,NA,3,10,4,10,6,10,10,1,1,6,15,15,1,1,NA,1,1,NA,1,7,NA,3,3,2,NA,1,NA,3,10,1,0.82395621,10,89,2023,7,16,89130,269,"269-89"
"270",10,5,1,2,2,3,3,5,3,2,7,2,3,3,6,4,2,4,6,4,6,3,4,3,4,6,4,4,3,3,2,3,1,3,4,3,99,3,2,3,4,1,4,4,1,3,4,1,3,88,8,9,1,1,1,1,NA,NA,NA,NA,NA,3,10,10,10,10,10,10,10,10,10,10,10,2,2,3,2,3,2,3,2,2,2,1,2,1,2,2,3,3,1,2,1,2,3,88,2,3,1,1,3,2,1,77,1,8,3,1,NA,2,8,5,5,8,4,5,2,1,2,15,15,1,2,NA,1,2,NA,1,5,NA,3,2,2,NA,1,NA,3,10,1,0.43743149,10,89,2023,7,16,89130,270,"270-89"
